
Node_APA-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Modular-Cable8/1/1-downstream2;RFGW10-Channel_8/6.5-GbE_2;37;32.72;0.0;11.39;75.64;5;0;0
Modular-Cable8/1/1-downstream1;RFGW10-Channel_8/1.11-GbE_2-QAM-REPLICATION;37;32.71;0.0;11.44;75.54;5;0;0
Modular-Cable8/1/1-downstream0;RFGW10-Channel_8/4.1-GbE_2;37;32.99;0.0;11.46;76.25;4;0;0
Modular-Cable8/1/1-downstream7;RFGW10-Channel_8/4.8-GbE_2;37;32.96;0.0;11.33;75.89;5;0;0
Modular-Cable8/1/1-downstream6;RFGW10-Channel_8/4.7-GbE_2;37;32.69;0.0;11.37;76.04;4;0;0
Modular-Cable8/1/1-downstream5;RFGW10-Channel_8/4.6-GbE_2;37;32.67;0.0;11.36;76.05;5;0;0
Modular-Cable8/1/1-downstream4;RFGW10-Channel_8/4.5-GbE_2;37;32.75;0.0;11.55;76.48;5;0;0
Modular-Cable8/1/2-downstream15;RFGW10-Channel_8/4.16-GbE8/11;37;32.46;0.0;14.59;84.91;12;0;0
Modular-Cable8/1/2-downstream10;RFGW10-Channel_8/4.11-GbE8/11;37;32.47;0.0;14.58;84.69;14;0;0
Modular-Cable8/1/2-downstream14;RFGW10-Channel_8/4.15-GbE8/11;37;32.48;0.0;14.59;84.39;14;0;0
Modular-Cable8/1/2-downstream11;RFGW10-Channel_8/4.12-GbE8/11;37;32.45;0.0;14.57;84.49;13;0;0
Modular-Cable8/1/2-downstream8;RFGW10-Channel_8/4.9-GbE8/11;37;32.84;0.0;14.62;84.68;15;0;0
Modular-Cable8/1/2-downstream9;RFGW10-Channel_8/4.10-GbE8/11;37;32.31;0.0;14.57;84.42;14;0;0
Modular-Cable8/1/2-downstream13;RFGW10-Channel_8/4.14-GbE8/11;37;32.81;0.0;14.66;84.67;12;0;0
Modular-Cable8/1/2-downstream12;RFGW10-Channel_8/4.13-GbE8/11;37;32.49;0.0;14.59;84.75;12;0;0


Node_VIG-01

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/2-downstream19;;37;24.15;0.25;7.4;45.55;0;0;0
Integrated-Cable2/0/2-downstream18;;37;24.01;0.23;7.16;44.96;0;0;0
Integrated-Cable2/0/2-downstream13;;37;20.4;0.08;5.22;36.96;0;0;0
Integrated-Cable2/0/2-downstream12;;37;20.43;0.09;5.35;34.35;0;0;0
Integrated-Cable2/0/2-downstream11;;37;20.59;0.09;5.54;35.04;0;0;0
Integrated-Cable2/0/2-downstream10;;37;20.44;0.08;5.68;36.94;0;0;0
Integrated-Cable2/0/2-downstream17;;37;24.09;0.23;7.37;45.54;0;0;0
Integrated-Cable2/0/2-downstream16;;37;24.02;0.26;7.44;45.6;0;0;0
Integrated-Cable2/0/2-downstream15;;37;20.5;0.09;5.3;33.77;0;0;0
Integrated-Cable2/0/2-downstream14;;37;20.25;0.08;5.13;33.63;0;0;0
Integrated-Cable2/0/2-downstream22;;37;23.99;0.23;7.12;44.28;0;0;0
Integrated-Cable2/0/2-downstream23;;37;23.87;0.25;7.28;45.21;0;0;0
Integrated-Cable2/0/2-downstream20;;37;24.18;0.25;7.37;44.89;0;0;0
Integrated-Cable2/0/2-downstream21;;37;23.74;0.22;7.18;44.73;0;0;0
Integrated-Cable2/0/2-downstream3;;37;20.66;0.54;8.08;44.22;0;0;0
Integrated-Cable2/0/2-downstream2;;37;20.62;0.53;7.76;43.24;0;0;0
Integrated-Cable2/0/2-downstream1;;37;20.82;0.57;7.86;43.41;0;0;0
Integrated-Cable2/0/2-downstream0;;37;21.02;0.55;8.01;43.65;0;0;0
Integrated-Cable2/0/2-downstream7;;37;20.85;0.53;7.83;42.65;0;0;0
Integrated-Cable2/0/2-downstream6;;37;20.46;0.52;7.65;42.02;0;0;0
Integrated-Cable2/0/2-downstream5;;37;20.62;0.51;7.69;42.86;0;0;0
Integrated-Cable2/0/2-downstream4;;37;20.91;0.54;7.89;43.43;0;0;0
Integrated-Cable2/0/2-downstream9;;37;20.47;0.09;5.91;37.33;0;0;0
Integrated-Cable2/0/2-downstream8;;37;20.59;0.09;5.45;34.15;0;0;0


Node_VIG-02

INTERFACE;DESCRIPTION;CAPACIDADE TOTAL(MBPS);MAX(MBPS);MIN(MBPS);AVG(MBPS);BANDA TOTAL UTILIZADA 99TH PERCENTIL(%); ACIMA DE 80%; ACIMA DE 95%;TEMPO ESTIMADO DE UTILIZACAO ACIMA DE 95%(MIN)
Integrated-Cable2/0/3-downstream21;;37;26.32;0.59;7.98;51.91;0;0;0
Integrated-Cable2/0/3-downstream20;;37;26.46;0.66;8.25;52.76;0;0;0
Integrated-Cable2/0/3-downstream23;;37;26.5;0.63;8.26;52.77;0;0;0
Integrated-Cable2/0/3-downstream22;;37;26.32;0.59;7.95;51.72;0;0;0
Integrated-Cable2/0/3-downstream14;;37;22.99;0.07;6.86;49.25;0;0;0
Integrated-Cable2/0/3-downstream15;;37;23.16;0.08;6.89;50.09;0;0;0
Integrated-Cable2/0/3-downstream16;;37;26.49;0.65;8.32;52.91;0;0;0
Integrated-Cable2/0/3-downstream17;;37;26.46;0.6;8.07;52.15;0;0;0
Integrated-Cable2/0/3-downstream10;;37;23.07;0.07;6.98;49.68;0;0;0
Integrated-Cable2/0/3-downstream11;;37;23.11;0.08;7.11;50.47;0;0;0
Integrated-Cable2/0/3-downstream12;;37;23.08;0.08;6.92;50.07;0;0;0
Integrated-Cable2/0/3-downstream13;;37;22.96;0.07;6.81;49.93;0;0;0
Integrated-Cable2/0/3-downstream18;;37;26.4;0.6;8.04;51.79;0;0;0
Integrated-Cable2/0/3-downstream19;;37;26.52;0.66;8.3;52.41;0;0;0
Integrated-Cable2/0/3-downstream2;;37;24.41;0.53;7.09;52.24;0;0;0
Integrated-Cable2/0/3-downstream3;;37;24.78;0.56;7.27;52.22;0;0;0
Integrated-Cable2/0/3-downstream0;;37;24.46;0.55;7.36;52.99;0;0;0
Integrated-Cable2/0/3-downstream1;;37;24.29;0.51;7.21;52.37;0;0;0
Integrated-Cable2/0/3-downstream6;;37;24.18;0.51;6.93;51.61;0;0;0
Integrated-Cable2/0/3-downstream7;;37;24.33;0.54;7.14;52.16;0;0;0
Integrated-Cable2/0/3-downstream4;;37;24.39;0.53;7.2;52.36;0;0;0
Integrated-Cable2/0/3-downstream5;;37;24.19;0.5;6.96;51.69;0;0;0
Integrated-Cable2/0/3-downstream8;;37;22.95;0.08;6.98;50.45;0;0;0
Integrated-Cable2/0/3-downstream9;;37;23.08;0.07;6.93;50.04;0;0;0

